datetime_hour,insee_region,conso_elec_mw,conso_gaz_mw,datetime,temperature_2m,precipitation,relative_humidity_2m,dew_point_2m,apparent_temperature,pressure_msl,surface_pressure,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,global_tilted_irradiance,sunshine_duration,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,et0_fao_evapotranspiration,weather_code,snow_depth,vapour_pressure_deficit,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,date
2013-01-01 00:00:00,11,0.0,0.0,2013-01-01 00:00:00,8.2,0.6,84,5.7,3.5,1007.3,1002.9,0.6,0.0,100,99,89,99,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.7,205,207,48.6,0.02,53,0.0,0.17,8.2,0.384,2013-01-01
2013-01-01 00:00:00,24,0.0,0.0,2013-01-01 00:00:00,9.6,1.6,93,8.5,6.3,1003.7,1001.2,1.6,0.0,100,96,98,99,0.0,0.0,0.0,0.0,0.0,0.0,20.4,34.0,216,220,45.7,0.0,61,0.0,0.09,9.2,0.428,2013-01-01
2013-01-01 00:00:00,27,0.0,0.0,2013-01-01 00:00:00,8.8,1.0,88,7.0,4.1,1004.1,1002.2,1.0,0.0,100,97,100,100,0.0,0.0,0.0,0.0,0.0,0.0,27.1,44.5,210,213,53.6,0.01,55,0.0,0.13,8.5,0.421,2013-01-01
2013-01-01 00:00:00,28,0.0,0.0,2013-01-01 00:00:00,8.0,0.4,77,4.3,3.0,1008.6,994.6,0.4,0.0,100,97,85,100,0.0,0.0,0.0,0.0,0.0,0.0,24.6,40.9,207,209,46.4,0.03,51,0.0,0.24,8.0,0.391,2013-01-01
2013-01-01 00:00:00,32,0.0,0.0,2013-01-01 00:00:00,5.6,0.0,67,-0.0,0.5,1012.7,982.2,0.0,0.0,99,0,3,98,0.0,0.0,0.0,0.0,0.0,0.0,19.8,37.0,192,193,42.5,0.04,3,0.0,0.3,5.0,0.374,2013-01-01
2013-01-01 00:00:00,44,0.0,0.0,2013-01-01 00:00:00,4.7,0.0,64,-1.5,0.5,1012.6,995.1,0.0,0.0,87,0,1,86,0.0,0.0,0.0,0.0,0.0,0.0,12.6,29.6,193,198,26.3,0.03,3,0.0,0.3,4.3,0.46,2013-01-01
2013-01-01 00:00:00,52,0.0,0.0,2013-01-01 00:00:00,9.1,1.5,86,6.8,3.9,1002.1,998.8,1.5,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,30.2,48.9,211,213,59.8,0.02,61,0.0,0.16,8.2,0.428,2013-01-01
2013-01-01 00:00:00,53,0.0,0.0,2013-01-01 00:00:00,8.5,0.2,73,4.0,3.6,1007.9,996.5,0.2,0.0,100,82,95,100,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.6,206,208,46.4,0.04,51,0.0,0.3,8.0,0.38,2013-01-01
2013-01-01 00:00:00,75,0.0,0.0,2013-01-01 00:00:00,8.3,1.2,90,6.7,5.2,1013.4,1011.4,1.2,0.0,100,70,100,100,0.0,0.0,0.0,0.0,0.0,0.0,15.6,28.7,188,195,30.2,0.0,55,0.0,0.11,8.8,0.361,2013-01-01
2013-01-01 00:00:00,76,0.0,0.0,2013-01-01 00:00:00,6.6,0.0,92,5.4,4.3,1015.0,996.2,0.0,0.0,93,29,28,91,0.0,0.0,0.0,0.0,0.0,0.0,7.9,19.6,150,136,23.8,0.0,3,0.0,0.07,7.1,0.343,2013-01-01
2013-01-01 00:00:00,84,0.0,0.0,2013-01-01 00:00:00,7.0,0.0,69,1.8,2.0,1015.1,992.6,0.0,0.0,81,8,12,75,0.0,0.0,0.0,0.0,0.0,0.0,21.3,37.8,186,188,49.0,0.04,3,0.0,0.31,5.8,0.382,2013-01-01
2013-01-01 00:00:00,93,0.0,0.0,2013-01-01 00:00:00,8.9,0.0,87,6.9,5.9,1019.2,1018.5,0.0,0.0,50,17,0,40,0.0,0.0,0.0,0.0,0.0,0.0,15.1,29.0,128,134,28.1,0.01,2,0.0,0.15,8.6,0.337,2013-01-01
2013-01-01 01:00:00,11,17956.0,0.0,2013-01-01 01:00:00,8.0,0.8,86,5.9,3.4,1007.0,1002.6,0.8,0.0,100,100,98,100,0.0,0.0,0.0,0.0,0.0,0.0,24.8,41.7,206,208,47.9,0.02,53,0.0,0.15,8.0,0.395,2013-01-01
2013-01-01 01:00:00,24,4795.0,0.0,2013-01-01 01:00:00,9.5,1.3,93,8.4,6.6,1003.8,1001.3,1.3,0.0,100,46,100,100,0.0,0.0,0.0,0.0,0.0,0.0,17.4,29.5,218,225,38.2,0.0,61,0.0,0.09,9.1,0.429,2013-01-01
2013-01-01 01:00:00,27,4646.0,0.0,2013-01-01 01:00:00,8.7,0.9,89,7.0,4.2,1004.2,1002.3,0.9,0.0,100,96,98,99,0.0,0.0,0.0,0.0,0.0,0.0,25.1,41.3,215,218,51.5,0.01,53,0.0,0.12,8.4,0.423,2013-01-01
2013-01-01 01:00:00,28,7232.0,0.0,2013-01-01 01:00:00,7.5,0.6,84,5.0,2.8,1008.5,994.5,0.6,0.0,100,100,97,100,0.0,0.0,0.0,0.0,0.0,0.0,23.7,40.1,208,211,46.1,0.02,53,0.0,0.16,7.8,0.395,2013-01-01
2013-01-01 01:00:00,32,11821.0,0.0,2013-01-01 01:00:00,5.9,0.0,64,-0.5,0.7,1012.6,982.2,0.0,0.0,100,3,1,99,0.0,0.0,0.0,0.0,0.0,0.0,20.1,36.9,190,193,43.9,0.05,3,0.0,0.34,5.1,0.374,2013-01-01
2013-01-01 01:00:00,44,9754.0,0.0,2013-01-01 01:00:00,4.5,0.0,64,-1.7,0.1,1012.2,994.7,0.0,0.0,93,0,13,92,0.0,0.0,0.0,0.0,0.0,0.0,13.4,30.1,194,199,25.9,0.03,3,0.0,0.3,4.1,0.46,2013-01-01
2013-01-01 01:00:00,52,6954.0,0.0,2013-01-01 01:00:00,8.8,1.3,86,6.7,3.8,1002.1,998.8,1.3,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,28.5,46.6,215,217,57.2,0.02,61,0.0,0.15,8.1,0.433,2013-01-01
2013-01-01 01:00:00,53,5916.0,0.0,2013-01-01 01:00:00,8.1,0.5,78,4.4,3.4,1007.9,996.5,0.5,0.0,100,58,86,100,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38.7,207,210,45.4,0.03,53,0.0,0.24,7.8,0.384,2013-01-01
2013-01-01 01:00:00,75,10886.0,0.0,2013-01-01 01:00:00,8.5,1.1,92,7.2,5.3,1013.2,1011.2,1.1,0.0,100,93,100,99,0.0,0.0,0.0,0.0,0.0,0.0,17.1,30.8,195,201,33.1,0.0,55,0.0,0.09,8.8,0.373,2013-01-01
2013-01-01 01:00:00,76,10183.0,0.0,2013-01-01 01:00:00,6.2,0.0,94,5.3,4.2,1015.4,996.6,0.0,0.0,96,27,33,94,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.3,197,155,14.8,0.0,3,0.0,0.06,7.0,0.343,2013-01-01
2013-01-01 01:00:00,84,16117.0,0.0,2013-01-01 01:00:00,6.9,0.0,74,2.6,2.2,1014.9,992.4,0.0,0.0,93,15,61,87,0.0,0.0,0.0,0.0,0.0,0.0,21.0,37.4,185,188,49.7,0.03,3,0.0,0.26,5.8,0.381,2013-01-01
2013-01-01 01:00:00,93,11268.0,0.0,2013-01-01 01:00:00,8.7,0.0,87,6.7,5.6,1018.9,1018.2,0.0,0.0,65,44,0,39,0.0,0.0,0.0,0.0,0.0,0.0,15.8,29.6,133,140,28.4,0.01,2,0.0,0.14,8.5,0.337,2013-01-01
2013-01-01 02:00:00,11,16728.0,0.0,2013-01-01 02:00:00,8.0,0.8,87,6.0,3.5,1006.1,1001.7,0.8,0.0,100,100,98,100,0.0,0.0,0.0,0.0,0.0,0.0,24.0,40.0,208,210,46.8,0.01,53,0.0,0.14,7.9,0.405,2013-01-01
2013-01-01 02:00:00,24,4955.0,0.0,2013-01-01 02:00:00,9.4,0.9,93,8.4,6.7,1003.5,1001.0,0.9,0.0,100,27,100,100,0.0,0.0,0.0,0.0,0.0,0.0,15.8,27.9,225,231,31.3,0.0,53,0.0,0.08,9.1,0.428,2013-01-01
2013-01-01 02:00:00,27,4735.0,0.0,2013-01-01 02:00:00,8.7,0.8,91,7.3,4.9,1003.6,1001.7,0.8,0.0,100,96,100,100,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.5,219,221,47.5,0.0,53,0.0,0.1,8.4,0.424,2013-01-01
2013-01-01 02:00:00,28,7139.0,0.0,2013-01-01 02:00:00,7.4,0.7,87,5.3,2.8,1007.4,993.4,0.7,0.0,100,100,93,100,0.0,0.0,0.0,0.0,0.0,0.0,23.7,40.0,208,210,45.4,0.01,53,0.0,0.14,7.7,0.402,2013-01-01
2013-01-01 02:00:00,32,11621.0,0.0,2013-01-01 02:00:00,6.0,0.0,62,-0.7,0.8,1012.2,981.8,0.0,0.0,100,4,1,99,0.0,0.0,0.0,0.0,0.0,0.0,20.3,36.3,193,196,43.9,0.05,3,0.0,0.36,5.2,0.374,2013-01-01
2013-01-01 02:00:00,44,9737.0,0.0,2013-01-01 02:00:00,4.3,0.0,65,-1.8,-0.1,1011.4,993.9,0.0,0.0,100,0,23,100,0.0,0.0,0.0,0.0,0.0,0.0,13.5,29.3,196,199,24.8,0.03,3,0.0,0.29,3.9,0.46,2013-01-01
2013-01-01 02:00:00,52,6696.0,0.0,2013-01-01 02:00:00,8.6,0.8,88,6.6,3.7,1001.7,998.4,0.8,0.0,100,99,100,100,0.0,0.0,0.0,0.0,0.0,0.0,27.6,44.6,216,218,51.8,0.02,53,0.0,0.14,8.0,0.43,2013-01-01
2013-01-01 02:00:00,53,5609.0,0.0,2013-01-01 02:00:00,7.4,0.8,84,4.9,2.9,1006.8,995.4,0.8,0.0,100,49,94,100,0.0,0.0,0.0,0.0,0.0,0.0,22.4,38.4,206,209,43.9,0.02,53,0.0,0.16,7.5,0.394,2013-01-01
2013-01-01 02:00:00,75,10957.0,0.0,2013-01-01 02:00:00,8.7,0.9,93,7.7,5.5,1012.8,1010.8,0.9,0.0,100,91,98,100,0.0,0.0,0.0,0.0,0.0,0.0,18.1,32.2,201,207,34.6,0.0,53,0.0,0.08,8.9,0.38,2013-01-01
2013-01-01 02:00:00,76,9769.0,0.0,2013-01-01 02:00:00,5.7,0.0,95,5.0,3.5,1015.0,996.2,0.0,0.0,100,16,70,100,0.0,0.0,0.0,0.0,0.0,0.0,6.6,10.5,167,153,9.4,0.0,3,0.0,0.04,6.8,0.345,2013-01-01
2013-01-01 02:00:00,84,15778.0,0.0,2013-01-01 02:00:00,6.9,0.0,78,3.3,2.1,1014.3,991.8,0.0,0.0,94,12,40,90,0.0,0.0,0.0,0.0,0.0,0.0,22.8,39.4,185,189,50.0,0.03,3,0.0,0.22,5.8,0.381,2013-01-01
2013-01-01 02:00:00,93,11257.0,0.0,2013-01-01 02:00:00,9.0,0.0,86,6.7,5.7,1018.0,1017.3,0.0,0.0,62,55,0,24,0.0,0.0,0.0,0.0,0.0,0.0,16.4,30.1,130,137,30.6,0.01,2,0.0,0.17,8.6,0.337,2013-01-01
2013-01-01 03:00:00,11,15998.0,0.0,2013-01-01 03:00:00,8.0,1.0,88,6.1,3.7,1005.5,1001.1,1.0,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,22.9,38.7,210,213,45.7,0.01,55,0.0,0.13,7.8,0.416,2013-01-01
2013-01-01 03:00:00,24,4677.0,0.0,2013-01-01 03:00:00,9.3,0.3,93,8.2,6.7,1003.6,1001.1,0.3,0.0,100,9,99,99,0.0,0.0,0.0,0.0,0.0,0.0,15.1,26.9,237,242,28.4,0.0,51,0.0,0.08,9.0,0.424,2013-01-01
2013-01-01 03:00:00,27,4744.0,0.0,2013-01-01 03:00:00,8.8,0.5,93,7.7,5.6,1003.3,1001.4,0.5,0.0,100,54,100,100,0.0,0.0,0.0,0.0,0.0,0.0,17.8,31.1,225,228,41.0,0.0,53,0.0,0.08,8.4,0.424,2013-01-01
2013-01-01 03:00:00,28,6662.0,0.0,2013-01-01 03:00:00,7.4,0.9,88,5.5,2.7,1007.0,993.0,0.9,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,24.7,41.1,209,212,46.8,0.01,53,0.0,0.13,7.6,0.412,2013-01-01
2013-01-01 03:00:00,32,10990.0,0.0,2013-01-01 03:00:00,6.1,0.0,62,-0.7,1.0,1011.8,981.4,0.0,0.0,99,1,5,98,0.0,0.0,0.0,0.0,0.0,0.0,19.8,35.9,196,198,42.8,0.05,3,0.0,0.36,5.3,0.374,2013-01-01
2013-01-01 03:00:00,44,9567.0,0.0,2013-01-01 03:00:00,4.4,0.0,65,-1.7,0.1,1011.2,993.7,0.0,0.0,100,1,0,100,0.0,0.0,0.0,0.0,0.0,0.0,13.2,28.2,197,203,24.8,0.03,3,0.0,0.3,3.8,0.459,2013-01-01
2013-01-01 03:00:00,52,6095.0,0.0,2013-01-01 03:00:00,8.4,0.7,89,6.6,4.0,1001.5,998.2,0.7,0.0,100,95,100,100,0.0,0.0,0.0,0.0,0.0,0.0,24.2,39.9,217,219,49.0,0.01,53,0.0,0.12,7.9,0.429,2013-01-01
2013-01-01 03:00:00,53,5511.0,0.0,2013-01-01 03:00:00,7.1,1.0,86,4.9,2.6,1006.2,994.7,1.0,0.0,100,75,93,98,0.0,0.0,0.0,0.0,0.0,0.0,22.4,38.0,204,208,43.2,0.01,55,0.0,0.15,7.3,0.405,2013-01-01
2013-01-01 03:00:00,75,10672.0,0.0,2013-01-01 03:00:00,9.0,0.8,94,8.1,5.8,1012.6,1010.6,0.8,0.0,100,98,100,100,0.0,0.0,0.0,0.0,0.0,0.0,18.5,32.4,204,210,36.0,0.0,53,0.0,0.07,9.0,0.383,2013-01-01
2013-01-01 03:00:00,76,9373.0,0.0,2013-01-01 03:00:00,5.6,0.0,94,4.7,3.4,1014.8,996.0,0.0,0.0,100,17,92,100,0.0,0.0,0.0,0.0,0.0,0.0,6.4,9.8,164,156,19.1,0.0,3,0.0,0.06,6.5,0.345,2013-01-01
2013-01-01 03:00:00,84,15618.0,0.0,2013-01-01 03:00:00,7.0,0.0,80,3.7,2.1,1014.2,991.7,0.0,0.0,97,9,44,96,0.0,0.0,0.0,0.0,0.0,0.0,23.5,40.3,184,188,49.0,0.03,3,0.0,0.2,5.9,0.381,2013-01-01
2013-01-01 03:00:00,93,11107.0,0.0,2013-01-01 03:00:00,9.3,0.0,84,6.7,5.8,1017.4,1016.7,0.0,0.0,93,78,15,73,0.0,0.0,0.0,0.0,0.0,0.0,17.8,31.1,126,131,32.4,0.01,3,0.0,0.19,8.7,0.338,2013-01-01
2013-01-01 04:00:00,11,15107.0,0.0,2013-01-01 04:00:00,8.0,1.1,89,6.3,3.8,1005.1,1000.7,1.1,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,22.9,38.4,213,216,45.7,0.01,55,0.0,0.12,7.8,0.426,2013-01-01
2013-01-01 04:00:00,24,4223.0,0.0,2013-01-01 04:00:00,9.1,0.2,93,8.0,6.3,1003.8,1001.3,0.2,0.0,97,25,93,81,0.0,0.0,0.0,0.0,0.0,0.0,15.9,28.8,245,250,29.9,0.0,51,0.0,0.08,8.9,0.423,2013-01-01
2013-01-01 04:00:00,27,4538.0,0.0,2013-01-01 04:00:00,8.9,0.3,94,8.0,5.9,1003.3,1001.4,0.3,0.0,100,51,100,100,0.0,0.0,0.0,0.0,0.0,0.0,16.5,29.2,234,237,33.8,0.0,51,0.0,0.06,8.5,0.423,2013-01-01
2013-01-01 04:00:00,28,6217.0,0.0,2013-01-01 04:00:00,7.5,1.0,89,5.8,2.7,1006.4,992.4,1.0,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,25.5,42.4,211,213,48.6,0.01,55,0.0,0.11,7.6,0.419,2013-01-01
2013-01-01 04:00:00,32,10292.0,0.0,2013-01-01 04:00:00,6.0,0.0,64,-0.4,0.9,1011.5,981.1,0.0,0.0,99,7,42,99,0.0,0.0,0.0,0.0,0.0,0.0,20.1,36.4,195,197,42.1,0.05,3,0.0,0.34,5.3,0.373,2013-01-01
2013-01-01 04:00:00,44,9010.0,0.0,2013-01-01 04:00:00,4.6,0.0,65,-1.4,0.2,1011.0,993.5,0.0,0.0,98,1,0,98,0.0,0.0,0.0,0.0,0.0,0.0,14.1,29.1,193,202,26.6,0.03,3,0.0,0.3,3.8,0.459,2013-01-01
2013-01-01 04:00:00,52,5490.0,0.0,2013-01-01 04:00:00,8.2,0.5,91,6.8,4.4,1001.3,998.0,0.5,0.0,100,87,100,100,0.0,0.0,0.0,0.0,0.0,0.0,20.9,34.8,216,220,43.9,0.01,53,0.0,0.1,7.9,0.427,2013-01-01
2013-01-01 04:00:00,53,4923.0,0.0,2013-01-01 04:00:00,7.0,1.0,87,5.0,2.6,1005.7,994.3,1.0,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,22.1,37.4,202,205,44.3,0.01,55,0.0,0.13,7.2,0.416,2013-01-01
2013-01-01 04:00:00,75,9706.0,0.0,2013-01-01 04:00:00,9.4,0.9,94,8.5,6.3,1012.1,1010.1,0.9,0.0,100,79,100,100,0.0,0.0,0.0,0.0,0.0,0.0,18.2,32.1,210,215,37.1,0.0,53,0.0,0.07,9.1,0.391,2013-01-01
2013-01-01 04:00:00,76,8754.0,0.0,2013-01-01 04:00:00,5.0,0.2,96,4.4,3.1,1014.6,995.7,0.2,0.0,100,20,99,100,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.5,186,177,20.9,0.0,51,0.0,0.04,6.3,0.347,2013-01-01
2013-01-01 04:00:00,84,14944.0,0.0,2013-01-01 04:00:00,7.0,0.0,81,3.9,2.1,1013.9,991.5,0.0,0.0,99,24,77,98,0.0,0.0,0.0,0.0,0.0,0.0,23.5,40.3,185,188,47.9,0.02,3,0.0,0.19,6.0,0.381,2013-01-01
2013-01-01 04:00:00,93,10212.0,0.0,2013-01-01 04:00:00,9.6,0.0,83,6.8,6.0,1016.8,1016.1,0.0,0.0,98,55,59,92,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.3,123,129,33.5,0.02,3,0.0,0.21,8.9,0.338,2013-01-01
2013-01-01 05:00:00,11,14698.0,0.0,2013-01-01 05:00:00,8.1,1.3,91,6.7,4.2,1005.1,1000.7,1.3,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,21.5,36.0,220,221,45.4,0.01,61,0.0,0.1,7.9,0.433,2013-01-01
2013-01-01 05:00:00,24,4128.0,0.0,2013-01-01 05:00:00,8.9,0.2,91,7.5,5.8,1004.3,1001.7,0.2,0.0,78,48,53,39,0.0,0.0,0.0,0.0,0.0,0.0,17.3,30.7,253,256,32.8,0.0,51,0.0,0.11,8.8,0.423,2013-01-01
2013-01-01 05:00:00,27,4311.0,0.0,2013-01-01 05:00:00,8.9,0.3,93,7.9,6.1,1003.6,1001.7,0.3,0.0,100,36,98,98,0.0,0.0,0.0,0.0,0.0,0.0,15.6,27.7,241,245,30.6,0.0,51,0.0,0.07,8.5,0.421,2013-01-01
2013-01-01 05:00:00,28,5976.0,0.0,2013-01-01 05:00:00,7.6,1.0,91,6.1,3.0,1006.4,992.4,1.0,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,25.2,41.6,214,215,49.3,0.01,55,0.0,0.1,7.6,0.424,2013-01-01
2013-01-01 05:00:00,32,9823.0,0.0,2013-01-01 05:00:00,6.2,0.0,66,0.3,0.9,1011.3,980.9,0.0,0.0,100,43,94,93,0.0,0.0,0.0,0.0,0.0,0.0,21.7,37.8,195,198,42.8,0.05,3,0.0,0.32,5.4,0.373,2013-01-01
2013-01-01 05:00:00,44,8604.0,0.0,2013-01-01 05:00:00,4.9,0.0,66,-1.0,0.4,1010.4,993.0,0.0,0.0,97,0,0,96,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.7,190,199,28.8,0.03,3,0.0,0.3,3.9,0.459,2013-01-01
2013-01-01 05:00:00,52,5250.0,0.0,2013-01-01 05:00:00,8.1,0.8,92,6.9,4.5,1001.3,998.0,0.8,0.0,100,95,100,100,0.0,0.0,0.0,0.0,0.0,0.0,19.3,32.9,217,221,38.5,0.0,53,0.0,0.09,7.9,0.43,2013-01-01
2013-01-01 05:00:00,53,4613.0,0.0,2013-01-01 05:00:00,7.0,1.3,88,5.1,2.5,1005.5,994.1,1.3,0.0,100,100,100,98,0.0,0.0,0.0,0.0,0.0,0.0,22.6,37.8,202,205,45.0,0.01,61,0.0,0.12,7.2,0.427,2013-01-01
2013-01-01 05:00:00,75,8991.0,0.0,2013-01-01 05:00:00,9.7,1.2,96,9.1,7.3,1012.4,1010.4,1.2,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.8,224,230,36.7,0.0,55,0.0,0.05,9.3,0.389,2013-01-01
2013-01-01 05:00:00,76,8235.0,0.0,2013-01-01 05:00:00,5.2,0.2,96,4.6,3.3,1015.0,996.1,0.2,0.0,100,59,100,98,0.0,0.0,0.0,0.0,0.0,0.0,3.9,8.5,236,242,15.1,0.0,51,0.0,0.03,6.4,0.349,2013-01-01
2013-01-01 05:00:00,84,14407.0,0.0,2013-01-01 05:00:00,7.1,0.0,80,3.9,2.3,1013.9,991.5,0.0,0.0,100,17,97,98,0.0,0.0,0.0,0.0,0.0,0.0,23.3,39.5,188,190,47.5,0.02,3,0.0,0.2,6.0,0.381,2013-01-01
2013-01-01 05:00:00,93,9845.0,0.0,2013-01-01 05:00:00,9.5,0.0,84,6.9,5.9,1016.2,1015.5,0.0,0.0,99,61,63,91,0.0,0.0,0.0,0.0,0.0,0.0,19.2,32.8,124,128,34.9,0.02,3,0.0,0.19,9.0,0.338,2013-01-01
2013-01-01 06:00:00,11,14715.0,2871.0,2013-01-01 06:00:00,8.2,1.1,93,7.1,4.6,1004.5,1000.1,1.1,0.0,100,100,100,99,0.0,0.0,0.0,0.0,0.0,0.0,19.1,32.2,226,230,43.6,0.0,55,0.0,0.08,7.9,0.431,2013-01-01
2013-01-01 06:00:00,24,4009.0,2755.0,2013-01-01 06:00:00,8.7,0.5,93,7.6,5.1,1004.4,1001.8,0.5,0.0,94,92,52,5,0.0,0.0,0.0,0.0,0.0,0.0,20.2,33.5,267,271,34.9,0.0,53,0.0,0.08,8.7,0.425,2013-01-01
2013-01-01 06:00:00,27,4204.0,4005.0,2013-01-01 06:00:00,9.0,0.2,93,7.8,5.8,1003.2,1001.3,0.2,0.0,100,74,76,87,0.0,0.0,0.0,0.0,0.0,0.0,17.7,31.1,250,254,34.2,0.0,51,0.0,0.09,8.5,0.42,2013-01-01
2013-01-01 06:00:00,28,6005.0,6213.0,2013-01-01 06:00:00,7.7,1.1,93,6.6,3.2,1005.8,991.8,1.1,0.0,100,100,100,98,0.0,0.0,0.0,0.0,0.0,0.0,24.8,40.0,220,222,49.3,0.0,55,0.0,0.07,7.7,0.427,2013-01-01
2013-01-01 06:00:00,32,9646.0,9514.0,2013-01-01 06:00:00,6.2,0.2,72,1.5,1.0,1010.6,980.3,0.2,0.0,100,61,100,98,0.0,0.0,0.0,0.0,0.0,0.0,23.0,39.6,197,199,45.0,0.04,51,0.0,0.27,5.6,0.375,2013-01-01
2013-01-01 06:00:00,44,8530.0,9674.0,2013-01-01 06:00:00,5.2,0.0,66,-0.6,0.8,1009.7,992.3,0.0,0.0,97,0,4,96,0.0,0.0,0.0,0.0,0.0,0.0,14.9,29.9,187,195,30.2,0.03,3,0.0,0.3,4.1,0.459,2013-01-01
2013-01-01 06:00:00,52,5228.0,3363.0,2013-01-01 06:00:00,8.0,0.7,93,7.0,4.6,1000.8,997.5,0.7,0.0,100,84,99,100,0.0,0.0,0.0,0.0,0.0,0.0,18.2,31.3,219,224,33.8,0.0,53,0.0,0.07,7.8,0.432,2013-01-01
2013-01-01 06:00:00,53,4552.0,2307.0,2013-01-01 06:00:00,7.1,1.4,89,5.3,2.7,1004.7,993.3,1.4,0.0,100,100,99,99,0.0,0.0,0.0,0.0,0.0,0.0,22.2,37.2,205,208,45.0,0.01,61,0.0,0.11,7.1,0.435,2013-01-01
2013-01-01 06:00:00,75,8912.0,5358.0,2013-01-01 06:00:00,10.0,0.4,97,9.5,8.0,1012.1,1010.1,0.4,0.0,100,97,99,96,0.0,0.0,0.0,0.0,0.0,0.0,13.2,23.9,248,254,32.4,0.0,51,0.0,0.04,9.5,0.384,2013-01-01
2013-01-01 06:00:00,76,7995.0,4284.0,2013-01-01 06:00:00,5.7,0.3,94,4.9,3.4,1014.9,996.1,0.3,0.0,100,100,100,98,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.4,235,249,14.0,0.0,51,0.0,0.05,6.5,0.357,2013-01-01
2013-01-01 06:00:00,84,14256.0,9035.0,2013-01-01 06:00:00,7.3,0.0,78,3.8,2.8,1013.5,991.1,0.0,0.0,100,26,99,98,0.0,0.0,0.0,0.0,0.0,0.0,21.2,36.8,190,192,46.8,0.03,3,0.0,0.22,6.2,0.381,2013-01-01
2013-01-01 06:00:00,93,9584.0,5056.0,2013-01-01 06:00:00,9.3,0.1,85,6.9,5.9,1015.4,1014.7,0.1,0.0,100,80,74,95,0.0,0.0,0.0,0.0,0.0,0.0,18.1,31.1,131,135,36.0,0.01,51,0.0,0.18,9.0,0.338,2013-01-01
2013-01-01 07:00:00,11,14637.0,2869.0,2013-01-01 07:00:00,8.3,0.8,93,7.3,5.2,1004.8,1000.4,0.8,0.0,100,63,100,100,0.0,0.0,0.0,0.0,0.0,0.0,16.6,28.6,236,239,38.9,0.0,53,0.0,0.07,8.0,0.43,2013-01-01
2013-01-01 07:00:00,24,4138.0,2602.0,2013-01-01 07:00:00,8.2,0.2,91,6.9,4.8,1005.3,1002.7,0.2,0.0,67,60,52,0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,31.1,281,286,34.2,0.0,51,0.0,0.1,8.5,0.424,2013-01-01
2013-01-01 07:00:00,27,4197.0,3833.0,2013-01-01 07:00:00,8.8,0.2,93,7.8,5.1,1003.9,1002.0,0.2,0.0,99,95,56,31,0.0,0.0,0.0,0.0,0.0,0.0,20.9,34.2,266,269,36.4,0.0,51,0.0,0.07,8.4,0.418,2013-01-01
2013-01-01 07:00:00,28,6043.0,6133.0,2013-01-01 07:00:00,7.8,0.7,95,7.1,3.9,1006.2,992.2,0.7,0.0,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.5,230,233,47.2,0.0,53,0.0,0.05,7.8,0.422,2013-01-01
2013-01-01 07:00:00,32,9749.0,9273.0,2013-01-01 07:00:00,6.0,0.6,82,3.2,1.0,1010.4,980.0,0.6,0.0,100,64,100,97,0.0,0.0,0.0,0.0,0.0,0.0,23.7,40.4,197,199,46.1,0.02,53,0.0,0.17,5.6,0.38,2013-01-01
2013-01-01 07:00:00,44,8562.0,9241.0,2013-01-01 07:00:00,5.6,0.0,65,-0.4,1.2,1009.5,992.1,0.0,0.0,100,0,84,99,0.0,0.0,0.0,0.0,0.0,0.0,15.3,30.2,189,197,32.0,0.03,3,0.0,0.32,4.4,0.459,2013-01-01
2013-01-01 07:00:00,52,5343.0,3259.0,2013-01-01 07:00:00,8.1,0.5,94,7.2,4.8,1000.9,997.6,0.5,0.0,100,97,95,100,0.0,0.0,0.0,0.0,0.0,0.0,17.3,29.7,228,231,31.0,0.0,53,0.0,0.06,7.9,0.432,2013-01-01
